岗位,薪水,学历要求,实习时长,上班地点,职责,要求,是否提供转正机会
金融研究员,300-500/天,本科,实习3个月,广州,,】1.大学本科或以上学历，金融、经济类或理工科等相关专业优先；2.知识面广泛，有较强的逻辑分析能力，信息搜集能力和学习能力；3.具备良好的经济、金融理论基础、良好的数据处理能力和报告撰写能力，能够充分表达研究成果及观点,】1.大学本科或以上学历，金融、经济类或理工科等相关专业优先；2.知识面广泛，有较强的逻辑分析能力，信息搜集能力和学习能力；3.具备良好的经济、金融理论基础、良好的数据处理能力和报告撰写能力，能够充分表达研究成果及观点
金融实习生,150-250/天,不限,实习3个月,广州,：1、通过电话/网络向公司意向及潜在客户推广产品及服务，挖掘客户的需求，邀约客户上门输入了解2、与企业建立深度合作关系，解决客户的疑惑，提高客户满意度；3、根据公司的销售战略目标，运用专业的销售策略，面对不同层级和规模的客户制定相应转化策略，提高客户签单率；4、促进工作进度，其他团队工作的安排,[],[]
金融实习生,150-200/天,大专,实习5个月,广州,：1、负责公司信贷及房屋抵押产品的销售工作（公司有提供的优质客户资源）；2、开拓新市场，挖掘新客户，增加产品销售范围；3、在目标市场建立并维护好稳定的客户群，为符合的客户做二次开发；4、负责相应贷款产品的服务与品牌推广和团队管理工作； 晋升空间：管理层90%%%%是由内部员工提拔上来的，每三个月会有一次公开竞聘的机会；融资经理-主管-门店副经理-门店经理-负责人-合伙人，晋升不靠关系，平台大前景好，发展空间大，业余生活丰富多彩； 福利待遇：1、竞争力的薪酬，无责任高底薪3500+丰厚提成（15%%%%-45%%%%）+奖金（月度、季度奖、意向上门奖、年终奖）+五险一金2、日常员工下午茶+节日福利/礼品/礼金；3、每月员工省外旅游+季度员工国外旅游+周边游+娱乐休闲活动（羽毛球、唱歌、篮球、聚餐等） 培训制度：1、一周全方位一对一入职培训2、定期进行专项能力提升培训3、银行产品培训4、储备干部培训 加入诚盛的八个理由：1、选择一项有意义的事情2、加入一个有前途的行业3、提供充分展示自己才华的争创4、充分信任充分授权的创业氛围5、系统完善的培训6、健康的生活方式与成功的工作方法7、具有相对竞争力的薪资待遇8、加入一个富有极强战斗力勇于奉献的团队,,
金融实习生,120-150/天,大专,实习3个月,天津,,[],[]
金融顾问,100-200/天,大专,实习3个月,天津,,：1、对销售有一份热情；2、对学习有一份执着；3、你打算用实力作为筹码,：1、对销售有一份热情；2、对学习有一份执着；3、你打算用实力作为筹码
金融助理,120-200/天,本科,实习3个月,北京,,,
金融实习生,50-100/天,本科,实习2个月,温州,】  根据岗位要求从事柜员或客户经理助理工作，具体如下：  1.柜员实习生主要负责厅堂引导、个人开卡协助等工作；  2.客户经理实习生主要负责协助客户经理进行电销、跟访、业务材料准备等工作,从事柜员或客户经理助理工作，具体如下：  1.柜员实习生主要负责厅堂引导、个人开卡协助等工作；  2.客户经理实习生主要负责协助客户经理进行电销、跟访、业务材料准备等工作,从事柜员或客户经理助理工作，具体如下：  1.柜员实习生主要负责厅堂引导、个人开卡协助等工作；  2.客户经理实习生主要负责协助客户经理进行电销、跟访、业务材料准备等工作
金融实习生,100-200/天,大专,实习6个月,广州,】（1）在投顾老师的带领下，学习专业的技术分析指标功能，每天需要留意大盘走势并学会自主判断分析； （2）了解客户目前操作过程中存在的问题，通过我们的软件工具向客户介绍合适的指标功能，解决客户操作问题，最后成交软件； （3）综合行情录制指标分析视频并向客户介绍,】(全职实习）（1）大专以上学历，专业不限，热爱想往金融发展更加欢迎 （2）接受入职后尽快考取证从者 【岗位职责】（1）在投顾老师的带领下，学习专业的技术分析指标功能，每天需要留意大盘走势并学会自主判断分析； （2）了解客户目前操作过程中存在的问题，通过我们的软件工具向客户介绍合适的指标功能，解决客户操作问题，最后成交软件； （3）综合行情录制指标分析视频并向客户介绍,】(全职实习）（1）大专以上学历，专业不限，热爱想往金融发展更加欢迎 （2）接受入职后尽快考取证从者 【岗位职责】（1）在投顾老师的带领下，学习专业的技术分析指标功能，每天需要留意大盘走势并学会自主判断分析； （2）了解客户目前操作过程中存在的问题，通过我们的软件工具向客户介绍合适的指标功能，解决客户操作问题，最后成交软件； （3）综合行情录制指标分析视频并向客户介绍
金融实习生,100-200/天,本科,实习3个月,上海,描述：1、开展企业债、公司债、项目收益债、ABS、非金融企业债务融资工具等固定收益类产品一二级市场销售、询价工作；2、按照公司要求推进合作券商渠道建设、代销项目及分销项目渠道拓展维护等工作；3、拓展维护银行及各类非银投资机构，开展债券询价，紧密跟踪市场形势，具备敏锐的信息和资源方面的互通能力，拓展并维护与投资机构的关系；4、按照公司要求协调各种资源，开发、维护固定收益类产品的各类客户，深入挖掘客户需求；5、跟踪债券市场的动态，为债券部产品发行提供方案设计等相关辅助工作；6、公司除了资金部门与投行项目部还有例如交易部 跨境资本部门也都提供实习岗位；7、公司会提供相关培训培养人才实施计划，实习期表现优异，公司可提供转正式工作岗的机会,推进合作券商渠道建设、代销项目及分销项目渠道拓展维护等工作；3、拓展维护银行及各类非银投资机构，开展债券询价，紧密跟踪市场形势，具备敏锐的信息和资源方面的互通能力，拓展并维护与投资机构的关系；4、按照公司要求协调各种资源，开发、维护固定收益类产品的各类客户，深入挖掘客户需求；5、跟踪债券市场的动态，为债券部产品发行提供方案设计等相关辅助工作；6、公司除了资金部门与投行项目部还有例如交易部 跨境资本部门也都提供实习岗位；7、公司会提供相关培训培养人才实施计划，实习期表现优异，公司可提供转正式工作岗的机会,推进合作券商渠道建设、代销项目及分销项目渠道拓展维护等工作；3、拓展维护银行及各类非银投资机构，开展债券询价，紧密跟踪市场形势，具备敏锐的信息和资源方面的互通能力，拓展并维护与投资机构的关系；4、按照公司要求协调各种资源，开发、维护固定收益类产品的各类客户，深入挖掘客户需求；5、跟踪债券市场的动态，为债券部产品发行提供方案设计等相关辅助工作；6、公司除了资金部门与投行项目部还有例如交易部 跨境资本部门也都提供实习岗位；7、公司会提供相关培训培养人才实施计划，实习期表现优异，公司可提供转正式工作岗的机会
金融助理,100-150/天,不限,实习6个月,上海,,,
金融助理,100-180/天,本科,实习6个月,广州,：1.日常工作：负责与金融机构、投资机构保持联系及沟通；收集行业信息、了解行业动态；梳理所管客户群体的准确性及有效性；客户资料归档、数据统计、报告总结等； 2.品牌活动：金融嘉宾的邀请及接待；与会人员的邀请及接待；活动现场的项目执行等；收集客户资料，大数据存量经营 任职要求：1.    金融类、投资类专业毕业，硕士优先；2.    了解房地产金融、资产证券化、股权投融资、公司债、投资并购基金、资管计划、信托等投行业务优先；3.    具有一定的学习能力、沟通能力和应变能力；4.    具有较好的客户服务意识和团队合作意识；5.    抗压性强，自我调节能力好；6.    具有良好的沟通和文字表达能力、熟练掌握各类办公软件；7.    工作责任心强、工作认真细致、敬业； 以上各种岗位均欢迎大三、大四实习生(连续工作时长较长者优先)加入，待遇从优,：1.    金融类、投资类专业毕业，硕士优先；2.    了解房地产金融、资产证券化、股权投融资、公司债、投资并购基金、资管计划、信托等投行业务优先；3.    具有一定的学习能力、沟通能力和应变能力；4.    具有较好的客户服务意识和团队合作意识；5.    抗压性强，自我调节能力好；6.    具有良好的沟通和文字表达能力、熟练掌握各类办公软件；7.    工作责任心强、工作认真细致、敬业； 以上各种岗位均欢迎大三、大四实习生(连续工作时长较长者优先)加入，待遇从优,：1.    金融类、投资类专业毕业，硕士优先；2.    了解房地产金融、资产证券化、股权投融资、公司债、投资并购基金、资管计划、信托等投行业务优先；3.    具有一定的学习能力、沟通能力和应变能力；4.    具有较好的客户服务意识和团队合作意识；5.    抗压性强，自我调节能力好；6.    具有良好的沟通和文字表达能力、熟练掌握各类办公软件；7.    工作责任心强、工作认真细致、敬业； 以上各种岗位均欢迎大三、大四实习生(连续工作时长较长者优先)加入，待遇从优
